Order_ID,Customer_ID,Order_Date,Product_Category,Region,Payment_Method,Customer_Segment,Customer_Age,Quantity,Unit_Price,Discount_Percent,Shipping_Cost,Product_Rating,Delivery_Days,Return_Flag,Cost_Price,Gross_Sales,Discount_Amount,Net_Sales,Profit
ORD50044,CUST10044,2025-05-19,Beauty,South,Debit Card,Wholesale,18,4,139.13,12.47,20.0,4.7,8,No,88.24,556.52,69.4,487.12,114.16
ORD50045,CUST10045,2024-05-10,Fashion,East,UPI,Premium,39,9,372.74,19.76,20.0,4.1,5,No,214.41,3354.66,662.88,2691.78,742.09
ORD50046,CUST10046,2025-04-29,Fashion,West,Credit Card,New,20,10,315.87,24.89,147.6,3.6,3,No,215.24,3158.7,786.2,2372.5,72.5
ORD50047,CUST10047,2025-10-08,Grocery,East,COD,Premium,55,1,236.69,7.14,99.92,3.4,10,No,179.81,236.69,16.9,219.79,-59.94
ORD50048,CUST10048,2024-01-21,Electronics,West,Debit Card,Regular,31,6,162.22,18.73,62.93,3.9,7,No,76.69,973.32,182.3,791.02,267.95
ORD50049,CUST10049,2024-06-15,Electronics,North,Net Banking,Regular,53,3,129.56,7.57,39.16,3.0,8,No,104.9,388.68,29.42,359.26,5.4
ORD50050,CUST10050,2024-09-30,Electronics,South,Credit Card,New,35,9,164.18,21.64,88.38,4.3,4,No,79.75,1477.62,319.76,1157.86,351.73
ORD50051,CUST10051,2025-01-22,Electronics,East,Debit Card,Premium,64,5,301.31,24.11,96.01,4.1,9,No,192.64,1506.55,363.23,1143.32,84.11
ORD50052,CUST10052,2025-08-23,Sports,West,Net Banking,Wholesale,58,6,349.54,5.77,96.23,4.1,6,Yes,229.74,2097.24,121.01,1976.23,501.56
ORD50053,CUST10053,2024-11-11,Electronics,Central,UPI,Wholesale,35,9,152.91,16.57,38.72,4.5,1,No,76.63,1376.19,228.03,1148.16,419.77
ORD50054,CUST10054,2024-01-14,Sports,South,Net Banking,Premium,20,9,942.51,19.79,74.84,4.9,5,No,743.42,8482.59,1678.7,6803.89,38.27
ORD50055,CUST10055,2024-08-29,Sports,North,Debit Card,Premium,27,8,192.49,9.94,64.44,4.0,5,No,120.2,1539.92,153.07,1386.85,360.81
ORD50056,CUST10056,2024-12-11,Electronics,West,Debit Card,Premium,56,9,144.67,15.83,119.09,4.1,7,No,72.76,1302.03,206.11,1095.92,321.99
ORD50057,CUST10057,2025-07-18,Home & Kitchen,North,UPI,New,64,4,473.04,16.2,41.38,3.8,7,Yes,337.42,1892.16,306.53,1585.63,194.57
ORD50058,CUST10058,2024-12-05,Beauty,North,Net Banking,Regular,18,6,80.0,26.07,93.42,4.4,6,No,55.64,480.0,125.14,354.86,-72.4
ORD50059,CUST10059,2024-04-01,Fashion,East,Net Banking,Wholesale,44,5,247.65,0.0,208.54,,8,No,199.67,1238.25,0.0,1238.25,31.36
ORD50060,CUST10060,2025-01-01,Sports,East,UPI,New,44,5,172.89,11.61,38.31,4.8,2,No,106.04,864.45,100.36,764.09,195.58
ORD50061,CUST10061,2025-03-30,Grocery,West,Net Banking,Premium,28,4,464.67,3.25,56.37,4.7,7,No,255.14,1858.68,60.41,1798.27,721.34
ORD50062,CUST10062,2025-03-03,Grocery,Central,UPI,Premium,22,2,268.59,12.1,85.78,4.2,10,No,126.83,537.18,65.0,472.18,132.74
ORD50063,CUST10063,2025-05-23,Beauty,West,Credit Card,Regular,24,6,198.43,6.52,20.0,3.9,7,No,143.12,1190.58,77.63,1112.95,234.23
ORD50064,CUST10064,2024-02-04,Grocery,Central,Debit Card,Premium,36,9,278.86,10.22,25.79,,4,No,189.18,2509.74,256.5,2253.24,524.83
ORD50065,CUST10065,2024-07-24,Home & Kitchen,North,Credit Card,New,46,1,91.27,5.88,103.98,4.3,10,Yes,73.92,91.27,5.37,85.9,-92.0
ORD50066,CUST10066,2024-03-21,Grocery,South,COD,New,32,7,339.83,13.09,82.09,4.3,2,No,242.47,2378.81,311.39,2067.42,288.04
ORD50067,CUST10067,2025-07-15,Fashion,West,COD,Regular,52,6,80.0,19.52,,3.8,4,No,63.62,480.0,93.7,386.3,-132.88
ORD50068,CUST10068,2025-01-22,Fashion,West,COD,New,64,3,228.84,9.39,79.28,4.2,4,No,186.94,686.52,64.46,622.06,-18.04
ORD50069,CUST10069,2024-01-02,Sports,Central,UPI,Wholesale,54,1,185.52,22.01,75.32,3.5,6,No,112.89,185.52,40.83,144.69,-43.52
ORD50070,CUST10070,2025-01-24,Electronics,North,Net Banking,New,29,4,80.0,19.31,58.37,4.3,7,No,40.45,320.0,61.79,258.21,38.04
ORD50071,CUST10071,2025-07-19,Home & Kitchen,North,Credit Card,New,47,9,189.58,26.24,74.57,3.6,3,No,99.05,1706.22,447.71,1258.51,292.49
ORD50072,CUST10072,2024-04-15,Sports,Central,Credit Card,New,37,2,217.74,14.88,35.48,4.5,10,No,123.63,435.48,64.8,370.68,87.94
ORD50073,CUST10073,2025-04-21,Home & Kitchen,North,Credit Card,Wholesale,54,3,118.43,11.57,83.36,3.8,1,Yes,75.59,355.29,41.11,314.18,4.05
ORD50074,CUST10074,2025-12-03,Electronics,East,Credit Card,Premium,20,2,93.87,0.9,46.29,5.0,3,No,46.49,187.74,1.69,186.05,46.78
ORD50075,CUST10075,2025-02-05,Grocery,South,COD,New,26,2,249.61,6.53,35.52,4.0,9,No,140.19,499.22,32.6,466.62,150.72
ORD50076,CUST10076,2025-12-30,Grocery,West,Credit Card,Regular,58,10,229.41,10.54,61.22,4.2,1,No,129.36,2294.1,241.8,2052.3,697.48
ORD50077,CUST10077,2025-07-09,Electronics,South,Net Banking,Wholesale,56,8,210.07,11.37,110.3,3.1,8,No,94.85,1680.56,191.08,1489.48,620.38
ORD50078,CUST10078,2024-06-10,Sports,West,COD,Regular,43,3,182.32,28.44,96.4,4.9,2,No,105.94,546.96,155.56,391.4,-22.82
ORD50079,CUST10079,2024-07-20,Electronics,East,Credit Card,New,19,7,125.43,10.55,120.04,4.0,6,No,61.83,878.01,92.63,785.38,232.53
ORD50080,CUST10080,2024-09-26,Beauty,North,UPI,Regular,40,8,793.87,0.0,48.45,5.0,3,No,483.46,6350.96,0.0,6350.96,2434.83
ORD50081,CUST10081,2024-09-27,Fashion,Central,Debit Card,New,40,3,149.32,16.65,89.41,4.0,7,No,78.05,447.96,74.59,373.37,49.81
ORD50082,CUST10082,2025-03-31,Sports,East,Debit Card,Wholesale,38,2,103.3,16.25,166.58,3.9,2,No,77.91,206.6,33.57,173.03,-149.37
ORD50083,CUST10083,2025-04-06,Home & Kitchen,South,Debit Card,Regular,33,8,187.8,8.79,152.89,3.7,4,No,90.11,1502.4,132.06,1370.34,496.57
ORD50084,CUST10084,2025-12-27,Beauty,Central,COD,Regular,26,3,161.16,26.89,32.64,4.4,10,No,124.14,483.48,130.01,353.47,-51.59
ORD50085,CUST10085,2024-09-08,Sports,North,Credit Card,New,30,7,147.09,0.0,44.62,,9,No,97.78,1029.63,0.0,1029.63,300.55
ORD50086,CUST10086,2025-12-02,Electronics,East,COD,New,45,1,612.95,20.75,166.39,,6,No,379.84,612.95,127.19,485.76,-60.47
ORD50087,CUST10087,2024-10-22,Electronics,Central,Net Banking,Premium,44,6,86.98,9.96,110.32,3.6,4,Yes,56.83,521.88,51.98,469.9,18.6
ORD50088,CUST10088,2025-12-25,Electronics,East,UPI,New,34,9,185.74,5.35,,4.5,2,No,109.43,1671.66,89.43,1582.23,515.94
ORD50089,CUST10089,2025-12-20,Electronics,East,UPI,New,55,3,90.85,28.8,76.39,3.6,10,No,45.17,272.55,78.49,194.06,-17.84
ORD50090,CUST10090,2024-12-03,Home & Kitchen,North,Debit Card,Premium,53,7,127.53,17.16,100.24,3.5,9,No,93.53,892.71,153.19,739.52,-15.43
ORD50091,CUST10091,2024-02-22,Beauty,West,Debit Card,New,18,6,560.3,9.91,100.8,4.1,4,No,444.5,3361.8,333.15,3028.65,260.85
ORD50092,CUST10092,2024-08-04,Grocery,Central,Debit Card,New,35,8,217.66,9.77,66.01,,9,No,174.46,1741.28,170.12,1571.16,109.47
ORD50093,CUST10093,2024-07-06,Fashion,North,Credit Card,Premium,26,3,215.96,13.93,82.66,3.7,2,No,150.78,647.88,90.25,557.63,22.63
ORD50094,CUST10094,2025-01-14,Home & Kitchen,East,Net Banking,Wholesale,30,3,98.43,8.77,64.43,5.0,7,Yes,59.24,295.29,25.9,269.39,27.24
ORD50095,CUST10095,2025-05-07,Home & Kitchen,North,Net Banking,Wholesale,57,4,137.55,21.1,97.59,3.9,5,No,86.24,550.2,116.09,434.11,-8.44
ORD50096,CUST10096,2024-02-10,Grocery,West,Net Banking,New,62,3,592.9,,56.81,3.2,8,No,410.93,1778.7,224.29,1554.41,264.81
ORD50097,CUST10097,2024-06-05,Grocery,Central,Net Banking,New,32,9,250.78,19.12,32.95,2.9,8,No,189.22,2257.02,431.54,1825.48,89.55
ORD50098,CUST10098,2024-01-15,Fashion,West,Debit Card,Premium,60,4,145.36,13.46,156.39,4.7,4,No,85.56,581.44,78.26,503.18,4.55
ORD50099,CUST10099,2024-03-05,Fashion,South,UPI,Premium,61,6,241.39,18.09,86.87,3.3,4,Yes,190.51,1448.34,262.0,1186.34,-43.59
ORD50100,CUST10100,2025-06-04,Grocery,Central,Debit Card,Wholesale,63,8,215.72,21.42,166.37,4.0,8,No,122.96,1725.76,369.66,1356.1,206.05
ORD50101,CUST10101,2024-12-09,Electronics,West,Net Banking,Regular,21,8,105.04,23.77,20.0,3.4,3,No,67.9,840.32,199.74,640.58,77.38
ORD50102,CUST10102,2024-05-08,Home & Kitchen,East,Debit Card,New,50,5,142.63,15.44,24.77,3.9,7,No,114.92,713.15,110.11,603.04,3.67
ORD50103,CUST10103,2025-10-09,Sports,Central,Net Banking,Regular,41,5,784.82,5.93,111.01,4.2,8,No,625.61,3924.1,232.7,3691.4,452.34
ORD50104,CUST10104,2025-04-16,Fashion,Central,COD,Regular,53,6,233.88,10.79,86.91,3.1,8,No,165.45,1403.28,151.41,1251.87,172.26
ORD50105,CUST10105,2024-03-03,Fashion,North,UPI,Premium,58,10,80.0,11.82,37.9,3.7,10,No,45.61,800.0,94.56,705.44,211.44
ORD50106,CUST10106,2024-05-18,Grocery,East,COD,New,27,7,252.56,7.99,141.14,3.6,4,No,134.12,1767.92,141.26,1626.66,546.68
ORD50107,CUST10107,2025-05-13,Beauty,South,Credit Card,New,53,10,422.85,6.82,50.85,3.4,9,No,202.82,4228.5,288.38,3940.12,1861.07
ORD50108,CUST10108,2025-08-15,Sports,West,Debit Card,Premium,37,7,100.7,13.22,143.93,3.8,10,No,71.72,704.9,93.19,611.71,-34.26
ORD50109,CUST10109,2025-01-26,Sports,North,Credit Card,Regular,58,4,134.7,5.12,86.83,3.6,4,No,85.71,538.8,27.59,511.21,81.54
ORD50110,CUST10110,2025-11-05,Fashion,West,Debit Card,Premium,62,6,466.36,,41.85,4.6,8,No,308.61,2798.16,105.21,2692.95,799.44
ORD50111,CUST10111,2025-02-22,Electronics,South,COD,Wholesale,61,7,185.43,0.14,59.91,3.5,6,No,115.85,1298.01,1.82,1296.19,425.33
ORD50112,CUST10112,2024-10-15,Beauty,South,Net Banking,New,28,5,165.2,15.36,151.75,4.3,5,No,103.86,826.0,126.87,699.13,28.08
ORD50113,CUST10113,2025-01-13,Sports,Central,Net Banking,Wholesale,29,5,80.0,14.39,76.6,4.3,4,No,52.91,400.0,57.56,342.44,1.29
ORD50114,CUST10114,2025-05-04,Fashion,South,Debit Card,Premium,35,2,363.53,9.73,133.76,3.0,5,No,286.56,727.06,70.74,656.32,-50.56
ORD50115,CUST10115,2024-08-18,Sports,West,Net Banking,New,47,7,160.37,18.96,153.02,3.7,1,No,73.91,1122.59,212.84,909.75,239.36
ORD50116,CUST10116,2024-02-10,Beauty,East,COD,Wholesale,61,6,80.0,5.01,86.38,3.9,7,Yes,59.73,480.0,24.05,455.95,11.19
ORD50117,CUST10117,2024-01-28,Beauty,East,Net Banking,Wholesale,65,1,80.0,14.67,79.96,4.2,8,No,47.56,80.0,11.74,68.26,-59.26
ORD50118,CUST10118,2024-05-14,Home & Kitchen,Central,COD,Regular,54,4,125.84,12.38,71.78,3.8,9,No,91.31,503.36,62.32,441.04,4.02
ORD50119,CUST10119,2024-07-19,Grocery,West,Credit Card,New,37,3,90.26,6.82,105.84,4.7,3,No,72.29,270.78,18.47,252.31,-70.4
ORD50120,CUST10120,2024-02-02,Grocery,West,COD,Wholesale,42,3,99.95,8.55,157.77,4.1,9,No,56.3,299.85,25.64,274.21,-52.46
ORD50121,CUST10121,2024-02-17,Fashion,South,UPI,Wholesale,29,7,832.17,8.01,34.78,4.3,10,No,402.05,5825.19,466.6,5358.59,2509.46
ORD50122,CUST10122,2025-05-17,Beauty,West,UPI,Regular,38,10,287.12,13.77,99.86,3.6,5,No,153.88,2871.2,395.36,2475.84,837.18
ORD50123,CUST10123,2025-02-10,Home & Kitchen,North,UPI,Wholesale,42,4,80.0,,97.91,4.3,10,No,42.57,320.0,51.68,268.32,0.13
ORD50124,CUST10124,2025-07-27,Home & Kitchen,South,Debit Card,Wholesale,28,8,147.77,9.02,20.0,5.0,6,No,107.06,1182.16,106.63,1075.53,199.05
ORD50125,CUST10125,2025-12-28,Sports,North,Debit Card,Wholesale,26,9,171.03,7.02,50.06,4.3,1,No,80.88,1539.27,108.06,1431.21,653.23
ORD50126,CUST10126,2024-04-08,Sports,Central,Debit Card,Regular,42,3,80.0,12.96,59.29,4.7,9,No,37.51,240.0,31.1,208.9,37.08
ORD50127,CUST10127,2025-11-14,Home & Kitchen,East,COD,Wholesale,52,5,256.56,0.44,124.38,3.8,9,No,181.29,1282.8,5.64,1277.16,246.33
ORD50128,CUST10128,2025-12-26,Sports,Central,Debit Card,Wholesale,49,4,80.0,12.24,132.25,4.6,6,Yes,52.48,320.0,39.17,280.83,-61.34
ORD50129,CUST10129,2025-06-30,Beauty,East,Credit Card,New,31,10,369.82,22.93,20.0,4.7,8,No,223.58,3698.2,848.0,2850.2,594.4
ORD50130,CUST10130,2025-09-04,Electronics,Central,UPI,New,18,6,462.66,7.07,118.76,4.2,4,No,306.69,2775.96,196.26,2579.7,620.8
ORD50131,CUST10131,2025-04-06,Beauty,West,COD,Regular,34,10,836.46,10.76,112.95,4.0,5,No,603.96,8364.6,900.03,7464.57,1312.02
ORD50132,CUST10132,2025-10-04,Home & Kitchen,North,UPI,Premium,42,4,80.0,19.17,116.03,3.0,5,No,39.06,320.0,61.34,258.66,-13.61
ORD50133,CUST10133,2024-01-05,Home & Kitchen,East,Debit Card,New,25,8,80.0,17.28,96.87,4.0,7,No,52.38,640.0,110.59,529.41,13.5
ORD50134,CUST10134,2024-08-05,Beauty,South,COD,Regular,22,3,284.36,12.43,132.77,4.4,7,No,214.7,853.08,106.04,747.04,-29.83
ORD50135,CUST10135,2025-05-17,Sports,North,Net Banking,Wholesale,22,5,391.01,11.59,142.72,3.5,7,No,228.39,1955.05,226.59,1728.46,443.79
ORD50136,CUST10136,2025-02-01,Sports,South,Credit Card,Wholesale,58,1,306.68,3.35,20.0,3.2,5,No,224.59,306.68,10.27,296.41,51.82
ORD50137,CUST10137,2025-01-27,Grocery,North,Debit Card,Regular,52,6,365.7,15.44,87.81,4.1,4,No,278.96,2194.2,338.78,1855.42,93.85
ORD50138,CUST10138,2024-07-25,Home & Kitchen,North,Debit Card,Wholesale,36,5,443.61,2.6,78.55,4.1,8,No,334.37,2218.05,57.67,2160.38,409.98
ORD50139,CUST10139,2024-01-15,Fashion,Central,Credit Card,Wholesale,40,8,206.74,0.0,64.23,3.1,1,No,142.78,1653.92,0.0,1653.92,447.45
ORD50140,CUST10140,2025-07-07,Grocery,East,Credit Card,Premium,26,9,157.88,19.06,69.55,4.0,1,No,112.95,1420.92,270.83,1150.09,63.99
ORD50141,CUST10141,2025-04-05,Sports,East,Net Banking,Wholesale,47,8,80.0,14.71,98.41,4.2,6,No,59.32,640.0,94.14,545.86,-27.11
ORD50142,CUST10142,2025-11-21,Beauty,North,Debit Card,New,33,8,149.34,18.16,31.65,4.9,2,No,107.74,1194.72,216.96,977.76,84.19
ORD50143,CUST10143,2025-07-28,Sports,West,Debit Card,Wholesale,50,3,164.98,6.84,120.18,3.7,3,No,101.81,494.94,33.85,461.09,35.48
ORD50144,CUST10144,2024-08-28,Beauty,West,UPI,Regular,19,4,97.78,15.26,73.39,5.0,4,No,49.76,391.12,59.68,331.44,59.01
ORD50145,CUST10145,2025-07-17,Grocery,South,COD,Premium,31,4,176.82,8.93,129.36,4.0,2,No,99.83,707.28,63.16,644.12,115.44
ORD50146,CUST10146,2024-04-05,Home & Kitchen,South,COD,Wholesale,63,5,90.87,9.71,62.1,3.2,10,No,47.86,454.35,44.12,410.23,108.83
ORD50147,CUST10147,2025-04-29,Sports,Central,UPI,Regular,18,9,373.78,18.82,59.66,3.8,7,No,218.19,3364.02,633.11,2730.91,707.54
ORD50148,CUST10148,2025-02-10,Beauty,North,COD,New,43,9,239.08,10.95,47.45,3.3,10,No,150.87,2151.72,235.61,1916.11,510.83
ORD50149,CUST10149,2024-08-18,Home & Kitchen,South,Credit Card,Wholesale,42,10,134.46,7.13,62.35,3.9,1,Yes,108.22,1344.6,95.87,1248.73,104.18
ORD50150,CUST10150,2025-10-16,Fashion,South,COD,Premium,33,1,204.95,2.44,53.94,4.3,3,No,164.99,204.95,5.0,199.95,-18.98
ORD50151,CUST10151,2024-06-19,Beauty,North,COD,Wholesale,32,8,88.38,14.52,109.56,4.2,2,No,64.94,707.04,102.66,604.38,-24.7
ORD50152,CUST10152,2025-06-24,Grocery,Central,UPI,Regular,43,1,94.41,19.42,137.12,3.3,9,No,76.72,94.41,18.33,76.08,-137.76
ORD50153,CUST10153,2024-02-05,Fashion,South,Net Banking,Premium,64,2,120.06,6.52,107.45,3.2,8,No,98.36,240.12,15.66,224.46,-79.71
ORD50154,CUST10154,2025-06-08,Fashion,Central,COD,Wholesale,61,7,160.01,16.82,86.52,4.3,3,No,124.41,1120.07,188.4,931.67,-25.72
ORD50155,CUST10155,2024-06-08,Electronics,East,COD,New,33,8,198.7,5.4,111.91,4.4,5,No,95.26,1589.6,85.84,1503.76,629.77
ORD50156,CUST10156,2025-11-29,Sports,Central,Net Banking,Premium,31,1,199.21,17.25,88.36,3.7,3,No,121.05,199.21,34.36,164.85,-44.56
ORD50157,CUST10157,2024-08-30,Beauty,West,UPI,New,46,3,80.0,12.23,91.29,2.4,6,No,51.81,240.0,29.35,210.65,-36.07
ORD50158,CUST10158,2024-03-26,Fashion,West,Net Banking,Regular,41,7,172.01,13.87,76.2,3.2,5,No,85.3,1204.07,167.0,1037.07,363.77
ORD50159,CUST10159,2025-07-31,Electronics,Central,UPI,Wholesale,64,9,106.51,7.12,127.65,4.6,2,No,79.8,958.59,68.25,890.34,44.49
ORD50160,CUST10160,2025-11-12,Grocery,West,Credit Card,New,32,8,80.0,14.5,20.0,3.5,10,No,40.4,640.0,92.8,547.2,204.0
ORD50161,CUST10161,2025-07-10,Home & Kitchen,East,UPI,Regular,36,8,1338.27,7.82,20.0,,8,Yes,792.03,10706.16,837.22,9868.94,3512.7
ORD50162,CUST10162,2025-07-27,Beauty,North,Credit Card,Wholesale,25,9,107.86,9.1,136.23,4.4,6,No,51.29,970.74,88.34,882.4,284.56
ORD50163,CUST10163,2025-10-07,Fashion,West,Credit Card,Regular,51,10,111.83,1.38,81.16,3.8,3,No,72.03,1118.3,15.43,1102.87,301.41
ORD50164,CUST10164,2024-01-28,Sports,West,UPI,New,19,3,80.0,6.59,131.28,4.9,1,No,53.67,240.0,15.82,224.18,-68.11
ORD50165,CUST10165,2025-09-11,Electronics,Central,Debit Card,Regular,44,8,91.16,8.32,62.64,3.8,5,No,65.82,729.28,60.68,668.6,79.4
ORD50166,CUST10166,2025-07-09,Fashion,East,UPI,Premium,27,1,160.35,14.19,165.34,3.4,2,No,92.3,160.35,22.75,137.6,-120.04
ORD50167,CUST10167,2024-12-05,Sports,North,COD,Wholesale,52,8,436.45,16.17,83.86,4.8,2,No,291.77,3491.6,564.59,2927.01,508.99
ORD50168,CUST10168,2024-11-26,Fashion,Central,COD,Regular,40,7,159.76,7.74,110.22,4.0,9,No,115.29,1118.32,86.56,1031.76,114.51
ORD50169,CUST10169,2025-10-01,Beauty,Central,Debit Card,New,25,8,146.89,10.85,69.88,3.3,10,No,107.52,1175.12,127.5,1047.62,117.58
ORD50170,CUST10170,2025-05-20,Beauty,East,Credit Card,Wholesale,45,1,395.51,23.8,,4.3,7,No,222.12,395.51,94.13,301.38,29.63
