Transaction_ID,Customer_ID,Customer_Age,Gender,City,Product_Category,Payment_Method,Device_Type,Quantity,Unit_Price,Discount_Percent,Transaction_Date,Gross_Amount,Discount_Amount,Total_Amount,Transaction_Time
ORD_00450,CUST_0096,28,Male,Kochi,Toys,Cash,Mobile,5,43065.57,5,2024-01-06,215327.85,10766.39,204561.46,20:59:00
ORD_00203,CUST_0199,48,Female,Coimbatore,Food,Credit Card,Mobile,5,30248.28,20,2024-01-08,151241.4,30248.28,120993.12,09:59:00
ORD_00617,CUST_0023,40,Male,Hyderabad,Beauty,Credit Card,Desktop,4,46218.5,20,2024-01-08,184874.0,36974.8,147899.2,14:41:00
ORD_01029,CUST_0239,52,Female,Hyderabad,Electronics,UPI,Desktop,3,3388.02,0,2024-01-09,10164.06,0.0,10164.06,16:32:00
ORD_00827,CUST_0161,27,Female,Pune,Electronics,Cash,Mobile,6,22820.9,25,2024-01-09,136925.4,34231.35,102694.05,08:26:00
ORD_00607,CUST_0217,42,Male,Bengaluru,Electronics,Cash,Mobile,5,40184.9,0,2024-01-09,200924.5,0.0,200924.5,14:58:00
ORD_00149,CUST_0198,57,Female,Coimbatore,Books,Net Banking,Tablet,2,47450.92,20,2024-01-10,94901.84,18980.37,75921.47,08:14:00
ORD_00755,CUST_0300,28,Male,Mumbai,Sports,Debit Card,Tablet,5,13107.25,0,2024-01-10,65536.25,0.0,65536.25,16:19:00
ORD_00575,CUST_0178,54,Male,Mumbai,Books,Credit Card,Desktop,1,30011.58,5,2024-01-10,30011.58,1500.58,28511.0,15:20:00
ORD_00060,CUST_0215,61,Female,Coimbatore,Home & Garden,Cash,Mobile,2,564.58,15,2024-01-11,1129.16,169.37,959.79,20:31:00
ORD_00462,CUST_0273,25,Male,Chennai,Fashion,Net Banking,Desktop,3,16346.5,0,2024-01-12,49039.5,0.0,49039.5,12:30:00
ORD_00721,CUST_0257,43,Female,Mumbai,Toys,Net Banking,Mobile,5,25228.15,0,2024-01-13,126140.75,0.0,126140.75,18:48:00
ORD_00082,CUST_0163,26,Male,Coimbatore,Fashion,UPI,Mobile,4,13337.73,10,2024-01-13,53350.92,5335.09,48015.83,15:08:00
ORD_00373,CUST_0189,48,Male,Kochi,Sports,Credit Card,Mobile,2,49461.91,15,2024-01-13,98923.82,14838.57,84085.25,12:56:00
ORD_01163,CUST_0039,32,Female,Mumbai,Sports,Cash,Mobile,6,21647.07,0,2024-01-14,129882.42,0.0,129882.42,15:24:00
ORD_00729,CUST_0214,42,Female,Kochi,Toys,Cash,Mobile,3,44257.84,25,2024-01-14,132773.52,33193.38,99580.14,12:18:00
ORD_01170,CUST_0012,49,Other,Delhi,Home & Garden,UPI,Mobile,4,41096.73,15,2024-01-14,164386.92,24658.04,139728.88,10:23:00
ORD_00115,CUST_0052,40,Female,Bengaluru,Electronics,Net Banking,Desktop,6,25253.1,0,2024-01-15,151518.6,0.0,151518.6,12:47:00
ORD_01132,CUST_0164,51,Female,Coimbatore,Sports,Credit Card,Mobile,6,35462.97,20,2024-01-15,212777.82,42555.56,170222.26,09:08:00
ORD_01055,CUST_0082,46,Male,Chennai,Food,,Mobile,2,27610.74,15,2024-01-15,55221.48,8283.22,46938.26,08:25:00
ORD_00386,CUST_0047,58,Male,Chennai,Sports,Net Banking,Mobile,4,9512.75,20,2024-01-16,38051.0,7610.2,30440.8,13:11:00
ORD_00930,CUST_0023,34,Male,Pune,Fashion,Net Banking,Mobile,5,40829.77,0,2024-01-16,204148.85,0.0,204148.85,16:39:00
ORD_00133,CUST_0062,31,Female,Chennai,Beauty,Credit Card,Mobile,2,44398.8,10,2024-01-16,88797.6,8879.76,79917.84,13:12:00
ORD_00339,CUST_0108,24,Female,Hyderabad,Home & Garden,Credit Card,Desktop,1,46529.39,15,2024-01-16,46529.39,6979.41,39549.98,09:47:00
ORD_00415,CUST_0178,43,Male,Pune,Books,Debit Card,Desktop,4,33788.98,15,2024-01-16,135155.92,20273.39,114882.53,15:21:00
ORD_00444,CUST_0164,39,Female,Bengaluru,Toys,Cash,Mobile,1,12339.44,15,2024-01-16,12339.44,1850.92,10488.52,17:58:00
ORD_00661,CUST_0247,19,Male,Hyderabad,Electronics,UPI,Desktop,3,20731.94,15,2024-01-17,62195.82,9329.37,52866.45,09:30:00
ORD_00331,CUST_0180,63,Female,Coimbatore,Fashion,Debit Card,Mobile,4,41661.39,25,2024-01-20,166645.56,41661.39,124984.17,19:24:00
ORD_00705,CUST_0034,49,Female,Delhi,Books,Cash,Mobile,4,27225.42,0,2024-01-21,108901.68,0.0,108901.68,15:09:00
ORD_01195,CUST_0199,36,Female,Delhi,Sports,Cash,Desktop,6,38204.16,0,2024-01-21,229224.96,0.0,229224.96,10:28:00
ORD_00394,CUST_0254,45,Male,,Food,Credit Card,Desktop,5,25065.23,10,2024-01-21,125326.15,12532.62,112793.53,13:55:00
ORD_00686,CUST_0281,40,Female,Coimbatore,Toys,Debit Card,Mobile,2,20585.09,25,2024-01-21,41170.18,10292.54,30877.64,10:41:00
ORD_01183,CUST_0198,52,Female,Delhi,Home & Garden,Cash,Mobile,2,27465.21,15,2024-01-22,54930.42,8239.56,46690.86,13:39:00
ORD_00350,CUST_0147,31,Female,Coimbatore,Food,UPI,Mobile,4,18532.19,0,2024-01-25,74128.76,0.0,74128.76,21:32:00
ORD_00266,CUST_0284,29,Female,Bengaluru,Home & Garden,Credit Card,Mobile,1,10614.26,15,2024-01-25,10614.26,1592.14,9022.12,08:38:00
ORD_00623,CUST_0085,18,Other,Chennai,Sports,Cash,Tablet,4,32647.97,20,2024-01-27,130591.88,26118.38,104473.5,21:38:00
ORD_00868,CUST_0104,63,Male,Mumbai,Home & Garden,UPI,Mobile,4,17388.82,10,2024-01-27,69555.28,6955.53,62599.75,20:50:00
ORD_00178,CUST_0053,44,Female,Bengaluru,Toys,Net Banking,Mobile,1,35361.46,0,2024-01-27,35361.46,0.0,35361.46,08:27:00
ORD_00587,CUST_0035,31,Male,Mumbai,Food,UPI,Tablet,2,44097.69,5,2024-01-27,88195.38,4409.77,83785.61,12:30:00
ORD_01162,CUST_0025,25,Male,Chennai,Toys,UPI,Mobile,6,40173.47,5,2024-01-29,241040.82,12052.04,228988.78,12:49:00
ORD_00670,CUST_0069,30,Female,Mumbai,Toys,UPI,Desktop,2,28459.13,5,2024-01-29,56918.26,2845.91,54072.35,08:37:00
ORD_00480,CUST_0025,50,Male,Mumbai,Toys,Cash,Mobile,6,3704.24,5,2024-01-29,22225.44,1111.27,21114.17,16:11:00
ORD_00407,CUST_0257,50,Female,Delhi,Toys,Credit Card,Mobile,4,35747.94,15,2024-01-30,142991.76,21448.76,121543.0,09:44:00
ORD_01084,CUST_0237,21,Female,Pune,Books,UPI,Desktop,1,20700.69,20,2024-01-30,20700.69,4140.14,16560.55,09:31:00
ORD_00393,CUST_0289,39,Male,Kochi,Books,UPI,Desktop,1,36058.75,10,2024-01-31,36058.75,3605.88,32452.87,17:52:00
ORD_01010,CUST_0114,19,Male,Coimbatore,Food,UPI,Mobile,5,438.73,10,2024-01-31,2193.65,219.36,1974.29,15:42:00
ORD_00945,CUST_0029,61,Female,Delhi,Books,Credit Card,Desktop,1,14095.11,10,2024-02-01,14095.11,1409.51,12685.6,19:37:00
ORD_01037,CUST_0096,51,Female,Pune,Home & Garden,UPI,Mobile,6,3020.98,10,2024-02-01,18125.88,1812.59,16313.29,19:29:00
ORD_01001,CUST_0286,33,Male,Hyderabad,Books,Cash,Mobile,1,40147.78,25,2024-02-03,40147.78,10036.94,30110.84,16:31:00
ORD_00001,CUST_0103,24,Female,Chennai,Food,Debit Card,Desktop,5,44352.89,15,2024-02-03,221764.45,33264.67,188499.78,20:22:00
ORD_01101,CUST_0041,24,Male,Kochi,Electronics,Credit Card,Desktop,4,5487.33,0,2024-02-03,21949.32,0.0,21949.32,18:57:00
ORD_00668,CUST_0184,30,Female,Hyderabad,Beauty,Cash,Mobile,4,19215.16,25,2024-02-04,76860.64,19215.16,57645.48,21:40:00
ORD_00084,CUST_0261,41,Male,Bengaluru,Beauty,Net Banking,Mobile,4,16101.07,20,2024-02-04,64404.28,12880.86,51523.42,13:09:00
ORD_01138,CUST_0098,46,Female,Chennai,Books,Credit Card,Desktop,2,20980.63,25,2024-02-04,41961.26,10490.32,31470.94,15:10:00
ORD_00505,CUST_0174,59,Other,Mumbai,Electronics,UPI,Mobile,5,28936.07,20,2024-02-04,144680.35,28936.07,115744.28,15:23:00
ORD_00688,CUST_0195,62,Female,Bengaluru,Electronics,Cash,Mobile,4,6904.92,0,2024-02-05,27619.68,0.0,27619.68,14:15:00
ORD_00151,CUST_0165,22,Male,Chennai,Books,UPI,Mobile,5,26651.13,20,2024-02-05,133255.65,26651.13,106604.52,09:17:00
ORD_01169,CUST_0102,22,Female,Coimbatore,Books,Cash,Desktop,1,39275.09,0,2024-02-06,39275.09,0.0,39275.09,18:48:00
ORD_00980,CUST_0285,52,Other,Kochi,Toys,Cash,Mobile,1,26757.6,0,2024-02-06,26757.6,0.0,26757.6,11:04:00
ORD_01193,CUST_0266,28,Male,Coimbatore,Home & Garden,Cash,Mobile,3,22723.19,20,2024-02-07,68169.57,13633.91,54535.66,14:07:00
ORD_01088,CUST_0278,54,Male,Pune,Sports,Credit Card,Mobile,1,30724.03,15,2024-02-08,30724.03,4608.6,26115.43,18:46:00
ORD_00279,CUST_0233,40,Female,Mumbai,Toys,Credit Card,Mobile,1,5902.06,5,2024-02-11,5902.06,295.1,5606.96,20:33:00
ORD_01160,CUST_0104,25,Female,Mumbai,Sports,Net Banking,Mobile,1,37243.97,15,2024-02-11,37243.97,5586.6,31657.37,18:34:00
ORD_00284,CUST_0099,46,Female,Bengaluru,Sports,Debit Card,Tablet,4,43579.55,0,2024-02-12,174318.2,0.0,174318.2,11:00:00
ORD_00695,CUST_0277,32,Male,Hyderabad,Fashion,Debit Card,Desktop,2,48659.92,20,2024-02-13,97319.84,19463.97,77855.87,11:49:00
ORD_00155,CUST_0152,32,Female,Chennai,Beauty,Net Banking,Mobile,5,9770.08,15,2024-02-13,48850.4,7327.56,41522.84,08:17:00
ORD_00619,CUST_0165,33,Male,Mumbai,Beauty,Cash,Tablet,4,29113.1,10,2024-02-14,116452.4,11645.24,104807.16,17:43:00
ORD_00753,CUST_0086,42,Male,Bengaluru,Food,Cash,Desktop,1,4071.45,5,2024-02-15,4071.45,203.57,3867.88,21:14:00
ORD_00965,CUST_0090,62,Female,Hyderabad,Fashion,Debit Card,Desktop,5,3270.43,10,2024-02-15,16352.15,1635.22,14716.93,13:50:00
ORD_00010,CUST_0088,56,Male,Delhi,Food,Debit Card,Desktop,4,11757.88,10,2024-02-16,47031.52,4703.15,42328.37,19:55:00
ORD_01108,CUST_0117,55,Female,Coimbatore,Fashion,Cash,Desktop,2,19964.55,10,2024-02-16,39929.1,3992.91,35936.19,13:46:00
ORD_00532,CUST_0242,31,Male,Delhi,Fashion,Debit Card,Tablet,1,32271.53,0,2024-02-16,32271.53,0.0,32271.53,13:13:00
ORD_00966,CUST_0075,19,Male,Kochi,Electronics,Credit Card,Mobile,3,19872.74,5,2024-02-16,59618.22,2980.91,56637.31,13:33:00
ORD_00148,CUST_0259,32,Male,Hyderabad,Fashion,Cash,Mobile,6,22192.52,20,2024-02-17,133155.12,26631.02,106524.1,11:41:00
ORD_00473,CUST_0284,58,Male,Coimbatore,Fashion,Credit Card,Desktop,4,13208.4,15,2024-02-17,52833.6,7925.04,44908.56,12:56:00
ORD_00287,CUST_0191,52,Female,Coimbatore,Toys,Cash,Mobile,5,20294.82,25,2024-02-18,101474.1,25368.52,76105.58,10:34:00
ORD_00775,CUST_0101,53,Female,Coimbatore,Sports,Debit Card,Desktop,6,7129.34,20,2024-02-19,42776.04,8555.21,34220.83,14:08:00
ORD_00864,CUST_0042,58,Male,Kochi,Toys,Net Banking,Mobile,1,39739.77,25,2024-02-19,39739.77,9934.94,29804.83,15:47:00
ORD_00128,CUST_0086,30,Female,Bengaluru,Electronics,Cash,Desktop,1,18269.64,10,2024-02-19,18269.64,1826.96,16442.68,09:55:00
ORD_00947,CUST_0297,47,Male,Hyderabad,Electronics,Credit Card,Mobile,3,12184.95,0,2024-02-20,36554.85,0.0,36554.85,08:12:00
ORD_00253,CUST_0022,44,Female,Chennai,Fashion,Credit Card,Mobile,2,20847.16,15,2024-02-20,41694.32,6254.15,35440.17,14:17:00
ORD_00747,CUST_0119,38,Female,Kochi,Food,UPI,Tablet,2,6151.12,10,2024-02-21,12302.24,1230.22,11072.02,16:26:00
ORD_00491,CUST_0122,61,Female,Pune,Electronics,Debit Card,Desktop,4,31111.07,0,2024-02-22,124444.28,0.0,124444.28,20:17:00
ORD_01098,CUST_0146,45,Male,Chennai,Sports,Credit Card,Mobile,4,30613.59,20,2024-02-22,122454.36,24490.87,97963.49,20:55:00
ORD_00672,CUST_0262,58,Female,Bengaluru,Electronics,Debit Card,Mobile,3,3455.31,20,2024-02-22,10365.93,2073.19,8292.74,16:19:00
ORD_00565,CUST_0012,18,Female,Hyderabad,Books,Cash,Mobile,3,31729.11,10,2024-02-24,95187.33,9518.73,85668.6,15:57:00
ORD_01043,CUST_0182,29,Male,Pune,Home & Garden,Net Banking,Mobile,1,27934.73,25,2024-02-25,27934.73,6983.68,20951.05,20:30:00
ORD_00931,CUST_0218,33,Male,Delhi,Sports,Debit Card,Mobile,5,49414.28,5,2024-02-25,247071.4,12353.57,234717.83,08:51:00
ORD_00360,CUST_0129,19,Male,Mumbai,Beauty,UPI,Mobile,6,4323.97,20,2024-02-26,25943.82,5188.76,20755.06,15:07:00
ORD_00902,CUST_0118,61,Female,Delhi,Toys,Net Banking,Mobile,1,36662.9,15,2024-02-26,36662.9,5499.44,31163.46,09:18:00
ORD_00249,CUST_0195,37,Female,Delhi,Fashion,Credit Card,Mobile,1,35734.55,15,2024-02-26,35734.55,5360.18,30374.37,19:58:00
ORD_00500,CUST_0009,32,Male,Bengaluru,Sports,UPI,Tablet,4,38511.64,20,2024-02-27,154046.56,30809.31,123237.25,15:41:00
ORD_00829,CUST_0010,35,Female,Kochi,Electronics,Net Banking,Desktop,4,5313.57,5,2024-02-28,21254.28,1062.71,20191.57,11:15:00
ORD_01130,CUST_0296,43,Male,Pune,Food,UPI,Mobile,2,39434.93,5,2024-02-28,78869.86,3943.49,74926.37,08:47:00
ORD_00269,CUST_0035,29,Other,Chennai,Toys,Cash,Tablet,1,6457.66,0,2024-02-29,6457.66,0.0,6457.66,08:46:00
ORD_00782,CUST_0150,42,Female,Delhi,Books,Cash,Mobile,3,30190.39,15,2024-02-29,90571.17,13585.68,76985.49,16:25:00
ORD_00390,CUST_0218,49,Male,Kochi,Toys,Net Banking,Tablet,2,36802.48,10,2024-02-29,73604.96,7360.5,66244.46,19:54:00
ORD_01015,CUST_0055,35,Male,Bengaluru,Sports,Net Banking,Mobile,1,7548.47,20,2024-03-01,7548.47,1509.69,6038.78,12:03:00
ORD_00611,CUST_0105,64,Male,Delhi,Sports,Credit Card,Tablet,2,1638.15,5,2024-03-01,3276.3,163.82,3112.48,19:39:00
ORD_00626,CUST_0051,49,Male,Chennai,Toys,Debit Card,Mobile,2,46848.99,20,2024-03-02,93697.98,18739.6,74958.38,21:11:00
ORD_00627,CUST_0173,55,Male,Coimbatore,Home & Garden,UPI,Mobile,5,8309.82,0,2024-03-02,41549.1,0.0,41549.1,10:31:00
ORD_00883,CUST_0134,20,Male,Coimbatore,Home & Garden,Debit Card,Mobile,4,34689.15,0,2024-03-03,138756.6,0.0,138756.6,13:55:00
ORD_01011,CUST_0222,52,Female,Delhi,Beauty,UPI,Desktop,4,7731.87,5,2024-03-03,30927.48,1546.37,29381.11,09:40:00
ORD_00646,CUST_0255,25,Male,Hyderabad,Books,Net Banking,Desktop,2,12749.34,15,2024-03-04,25498.68,3824.8,21673.88,10:54:00
ORD_00566,CUST_0224,22,Male,Kochi,Books,Debit Card,Tablet,1,45739.36,5,2024-03-05,45739.36,2286.97,43452.39,09:59:00
ORD_00427,CUST_0095,26,Female,Chennai,Electronics,Cash,Mobile,1,687.82,5,2024-03-05,687.82,34.39,653.43,13:47:00
ORD_00533,CUST_0220,56,Male,Pune,Sports,Credit Card,Mobile,2,17828.95,0,2024-03-05,35657.9,0.0,35657.9,18:05:00
ORD_00537,CUST_0001,56,Female,Bengaluru,Toys,Net Banking,Tablet,2,38125.43,10,2024-03-06,76250.86,7625.09,68625.77,10:43:00
ORD_01121,CUST_0064,35,Female,Kochi,Home & Garden,UPI,Tablet,1,34691.16,0,2024-03-06,34691.16,0.0,34691.16,16:35:00
ORD_00649,CUST_0066,21,Male,Hyderabad,Toys,Debit Card,Desktop,3,28383.62,20,2024-03-06,85150.86,17030.17,68120.69,18:20:00
ORD_00272,CUST_0017,28,Male,Chennai,Electronics,UPI,Mobile,4,6796.7,0,2024-03-06,27186.8,0.0,27186.8,09:34:00
ORD_00298,CUST_0280,31,Female,Kochi,Sports,Net Banking,Mobile,5,30747.03,5,2024-03-07,153735.15,7686.76,146048.39,14:01:00
ORD_00171,CUST_0130,62,Male,Pune,Electronics,Debit Card,Mobile,6,19874.24,25,2024-03-07,119245.44,29811.36,89434.08,14:21:00
ORD_01099,CUST_0128,39,Male,Kochi,Home & Garden,UPI,Mobile,5,34831.97,25,2024-03-08,174159.85,43539.96,130619.89,18:24:00
ORD_00588,CUST_0253,19,Male,Bengaluru,Fashion,Cash,Tablet,1,44601.83,10,2024-03-08,44601.83,4460.18,40141.65,18:19:00
ORD_00168,CUST_0187,30,Male,Delhi,Home & Garden,Credit Card,Mobile,4,32746.37,0,2024-03-09,130985.48,0.0,130985.48,14:22:00
ORD_00130,CUST_0066,42,Male,Coimbatore,Food,UPI,Mobile,2,6538.92,25,2024-03-09,13077.84,3269.46,9808.38,09:37:00
ORD_00233,CUST_0113,65,Female,Bengaluru,Sports,Debit Card,Mobile,3,20285.52,0,2024-03-10,60856.56,0.0,60856.56,10:56:00
ORD_00232,CUST_0075,52,Female,Chennai,Beauty,Credit Card,Tablet,6,28663.15,20,2024-03-10,171978.9,34395.78,137583.12,20:39:00
ORD_00964,CUST_0025,40,Male,Hyderabad,Food,Net Banking,Desktop,4,34104.88,15,2024-03-11,136419.52,20462.93,115956.59,08:42:00
ORD_00961,CUST_0291,31,Male,Delhi,Electronics,Debit Card,Mobile,5,30467.72,10,2024-03-11,152338.6,15233.86,137104.74,17:21:00
ORD_00712,CUST_0121,25,Male,Mumbai,Home & Garden,Credit Card,Mobile,2,27526.15,0,2024-03-11,55052.3,0.0,55052.3,13:44:00
ORD_00912,CUST_0157,52,Female,Delhi,Home & Garden,Net Banking,Desktop,4,10768.68,20,2024-03-11,43074.72,8614.94,34459.78,18:09:00
ORD_00294,CUST_0223,28,Female,Kochi,Home & Garden,Debit Card,Desktop,1,18734.89,20,2024-03-11,18734.89,3746.98,14987.91,09:38:00
ORD_00687,CUST_0195,36,Female,Hyderabad,Toys,Cash,Mobile,2,11644.3,20,2024-03-13,23288.6,4657.72,18630.88,11:33:00
ORD_00592,CUST_0010,43,Male,Delhi,Fashion,UPI,Mobile,6,19637.7,20,2024-03-14,117826.2,23565.24,94260.96,16:45:00
ORD_01128,CUST_0149,28,Female,Pune,Beauty,Credit Card,Mobile,6,1514.04,15,2024-03-15,9084.24,1362.64,7721.6,19:50:00
ORD_00783,CUST_0277,47,Female,Pune,Food,Cash,Mobile,5,2950.92,15,2024-03-15,14754.6,2213.19,12541.41,12:15:00
ORD_00506,CUST_0141,29,Male,Chennai,Toys,Debit Card,Mobile,4,37490.84,5,2024-03-15,149963.36,7498.17,142465.19,13:58:00
ORD_00606,CUST_0063,51,Female,Pune,Home & Garden,Cash,Desktop,2,17118.29,20,2024-03-16,34236.58,6847.32,27389.26,08:14:00
ORD_00954,CUST_0001,56,Male,Bengaluru,Books,Cash,Mobile,3,14236.5,0,2024-03-16,42709.5,0.0,42709.5,17:29:00
ORD_00675,CUST_0126,51,Male,Pune,Sports,Credit Card,Mobile,4,30765.6,0,2024-03-16,123062.4,0.0,123062.4,18:25:00
ORD_01026,CUST_0255,33,Female,Pune,Books,Debit Card,Desktop,1,33897.47,20,2024-03-17,33897.47,6779.49,27117.98,13:20:00
ORD_01023,CUST_0178,31,Male,Hyderabad,Beauty,Net Banking,Desktop,4,10443.4,25,2024-03-17,41773.6,10443.4,31330.2,14:59:00
ORD_00472,CUST_0265,49,Male,Mumbai,Fashion,UPI,Mobile,3,21971.1,0,2024-03-17,65913.3,0.0,65913.3,17:49:00
ORD_00467,CUST_0019,23,Female,Coimbatore,Sports,Cash,Desktop,6,31203.39,15,2024-03-18,187220.34,28083.05,159137.29,12:45:00
ORD_01051,CUST_0112,35,Female,Hyderabad,Toys,Cash,Desktop,3,9709.82,0,2024-03-18,29129.46,0.0,29129.46,21:39:00
ORD_00948,CUST_0214,38,Female,Delhi,Beauty,Cash,Mobile,2,8668.33,20,2024-03-19,17336.66,3467.33,13869.33,15:22:00
ORD_00918,CUST_0243,61,Male,Delhi,Home & Garden,Credit Card,Mobile,6,2697.09,20,2024-03-19,16182.54,3236.51,12946.03,17:14:00
ORD_01021,CUST_0055,53,Male,Coimbatore,Sports,Cash,Mobile,1,19810.01,20,2024-03-20,19810.01,3962.0,15848.01,12:46:00
ORD_01087,CUST_0246,34,Female,Pune,Electronics,Credit Card,Desktop,1,49053.37,20,2024-03-20,49053.37,9810.67,39242.7,12:55:00
ORD_00957,CUST_0137,33,Female,Pune,Sports,Credit Card,Desktop,3,46687.41,10,2024-03-21,140062.23,14006.22,126056.01,16:09:00
ORD_00320,CUST_0092,51,Male,Delhi,Fashion,Net Banking,Mobile,2,5556.86,25,2024-03-21,11113.72,2778.43,8335.29,21:25:00
ORD_00474,CUST_0206,20,Male,Coimbatore,Sports,Net Banking,Desktop,2,8319.42,5,2024-03-22,16638.84,831.94,15806.9,13:37:00
ORD_01177,CUST_0080,25,Male,Chennai,Sports,Cash,Mobile,6,1737.99,0,2024-03-23,10427.94,0.0,10427.94,18:50:00
ORD_00989,CUST_0118,59,Other,Coimbatore,Home & Garden,Cash,Mobile,3,39186.18,20,2024-03-23,117558.54,23511.71,94046.83,11:15:00
ORD_00069,CUST_0217,47,Male,Mumbai,Electronics,UPI,Tablet,6,21759.04,10,2024-03-24,130554.24,13055.42,117498.82,11:38:00
ORD_00528,CUST_0039,55,Male,Pune,Food,Net Banking,Mobile,6,17264.58,15,2024-03-26,103587.48,15538.12,88049.36,17:55:00
ORD_00037,CUST_0274,35,Male,Delhi,Fashion,Net Banking,Mobile,1,20391.16,10,2024-03-26,20391.16,2039.12,18352.04,17:14:00
ORD_00943,CUST_0287,37,Male,Mumbai,Food,UPI,Tablet,4,33201.79,0,2024-03-26,132807.16,0.0,132807.16,13:56:00
ORD_00751,CUST_0273,64,Female,Mumbai,Books,Net Banking,Desktop,5,35632.39,0,2024-03-26,178161.95,0.0,178161.95,10:35:00
ORD_01013,CUST_0132,31,Female,Bengaluru,Food,Debit Card,Mobile,4,49790.54,25,2024-03-27,199162.16,49790.54,149371.62,19:48:00
ORD_00313,CUST_0013,23,Female,Hyderabad,Sports,Debit Card,Desktop,6,24866.51,0,2024-03-28,149199.06,0.0,149199.06,12:22:00
ORD_00008,CUST_0122,48,Female,Hyderabad,Fashion,Credit Card,Mobile,5,10605.37,5,2024-03-29,53026.85,2651.34,50375.51,14:00:00
ORD_00105,CUST_0218,27,Male,Hyderabad,Toys,Debit Card,Mobile,1,43762.93,5,2024-03-30,43762.93,2188.15,41574.78,10:21:00
ORD_00916,CUST_0095,25,Male,Chennai,Fashion,UPI,Mobile,1,47535.26,15,2024-03-30,47535.26,7130.29,40404.97,13:11:00
ORD_00696,CUST_0005,18,Male,Bengaluru,Fashion,Net Banking,Mobile,6,9766.48,0,2024-03-31,58598.88,0.0,58598.88,08:58:00
ORD_00387,CUST_0094,34,Male,Delhi,Fashion,UPI,Tablet,4,25444.08,25,2024-03-31,101776.32,25444.08,76332.24,14:53:00
ORD_00490,CUST_0223,45,Male,Kochi,Home & Garden,Cash,Desktop,6,2014.24,15,2024-03-31,12085.44,1812.82,10272.62,21:11:00
ORD_00207,CUST_0267,49,Male,Pune,Toys,Net Banking,Mobile,2,20199.0,20,2024-03-31,40398.0,8079.6,32318.4,12:36:00
ORD_00539,CUST_0191,34,Female,Chennai,Beauty,UPI,Tablet,1,42055.18,10,2024-04-02,42055.18,4205.52,37849.66,16:16:00
ORD_00542,CUST_0058,19,Female,Mumbai,Toys,Cash,Mobile,5,11929.81,0,2024-04-03,59649.05,0.0,59649.05,13:43:00
ORD_01105,CUST_0153,19,Male,Coimbatore,Electronics,Credit Card,Mobile,2,37135.83,20,2024-04-03,74271.66,14854.33,59417.33,21:47:00
ORD_00275,CUST_0158,64,Female,Chennai,Fashion,Credit Card,Mobile,5,35426.6,15,2024-04-05,177133.0,26569.95,150563.05,10:25:00
ORD_00183,CUST_0247,41,Female,Bengaluru,Home & Garden,Debit Card,Tablet,1,27268.62,10,2024-04-05,27268.62,2726.86,24541.76,15:04:00
ORD_00647,CUST_0207,42,Male,Chennai,Toys,Cash,Mobile,3,47032.81,25,2024-04-10,141098.43,35274.61,105823.82,16:51:00
ORD_00181,CUST_0160,50,Female,Bengaluru,Electronics,UPI,Mobile,5,2205.8,10,2024-04-10,11029.0,1102.9,9926.1,20:01:00
ORD_01002,CUST_0144,24,Female,Hyderabad,Toys,Debit Card,Mobile,5,24370.94,5,2024-04-11,121854.7,6092.74,115761.96,20:05:00
